,Shareholders_Funds,Secured_Loans,Debt___Loan_Funds,Liabilities,Sundry_Debtors,Inventories,Cash_and_Bank_Balance,Current_Assets,Current_Liabilities,Sales_Turnover___Operating_Incom,Net_Sales,Income,Operating_Profit,Rating
232,481.15,164.05,176.09,669.9,29.08,96.04,26.22,175.33,75.04,941.42,892.1,933.22,274.57,0
233,273.55,299.23,299.54,573.09,106.53,54.49,9.97,211.69,42.62,324.12,307.59,311.98,57.8,0
234,137.47,148.33,184.33,334.0,43.07,38.61,14.24,161.8,99.75,200.31,181.56,213.57,26.04,0
235,135.25,157.3,172.3,324.82,47.15,37.05,7.18,103.67,76.65,180.32,163.17,187.36,21.56,0
236,137.78,140.36,150.36,301.21,39.59,35.45,10.49,112.82,102.35,300.29,285.97,281.79,2.11,0
237,167.49,160.93,160.93,338.71,73.66,33.93,11.95,147.37,111.66,327.9,308.72,382.2,64.62,0
238,136.9,120.43,135.43,315.1,38.08,18.53,11.49,95.7,73.35,298.91,284.1,287.72,29.69,0
239,133.67,90.05,105.05,243.35,32.01,18.94,15.69,77.55,119.15,244.69,233.66,271.25,26.29,0
240,133.09,71.98,94.69,227.78,27.11,20.03,12.81,94.64,130.44,167.1,159.29,219.62,20.75,0
241,2289.16,0.0,41.61,2347.67,524.62,571.71,477.89,1685.45,837.57,4604.36,4097.37,4671.36,1132.5,0
242,1596.82,0.9,41.5,1663.81,496.34,541.67,34.05,1112.1,604.4,4211.64,3754.14,3713.9,466.61,0
243,1423.19,0.9,56.8,1508.78,454.83,645.66,54.88,1200.77,680.49,3739.02,3334.69,3425.71,372.42,0
244,1285.98,0.9,68.98,1393.48,419.99,534.07,60.07,1059.43,625.69,3375.65,3011.84,3201.32,467.34,0
245,1063.15,3.97,74.57,1180.93,358.83,453.71,59.18,903.01,517.19,3019.88,2744.24,2816.75,361.57,0
246,916.17,3.97,82.49,1041.5,260.26,354.1,39.6,683.27,433.84,2482.5,2255.48,2379.34,338.63,0
247,772.82,33.53,109.98,882.8,232.37,247.44,41.08,561.99,398.0,1971.7,1821.95,1882.41,284.07,0
248,221.35,222.8,232.8,455.1,125.55,78.5,1.22,269.63,113.65,563.44,530.9,540.99,86.37,0
249,200.79,212.94,212.94,414.82,87.91,72.75,6.1,210.84,56.71,513.71,485.41,497.08,64.89,0
250,186.57,133.04,149.04,336.17,75.67,65.49,4.55,182.53,70.53,373.42,352.85,376.05,55.07,0
251,171.89,116.47,142.47,315.14,84.58,60.86,1.71,176.66,51.54,384.5,359.31,377.73,56.29,0
252,123.29,110.22,121.22,245.01,90.09,47.62,7.19,170.38,60.69,401.1,374.78,383.72,66.93,0
253,88.07,75.74,94.31,182.74,65.91,34.51,1.84,124.28,44.27,326.62,308.8,311.24,59.92,0
254,63.33,75.21,81.48,144.81,35.28,25.08,1.87,83.38,23.63,226.04,214.91,221.23,39.41,0
255,10306.87,9.45,32.74,10381.0,286.36,895.45,2848.39,4429.37,3216.03,10763.96,9461.4,9794.2,1889.66,0
256,10103.33,5.86,29.15,10174.27,227.98,888.39,2458.12,3928.21,3137.54,11237.56,9978.12,10391.19,2357.42,0
257,9485.54,5.86,40.48,9568.4,231.51,933.94,2341.09,3853.1,2831.87,10390.62,9174.26,9458.26,2069.27,0
258,8805.06,0.0,42.81,8873.67,213.37,983.93,2253.72,3732.57,2891.16,10995.04,9730.3,10280.0,2542.71,0
259,8069.44,0.0,49.36,8140.53,240.85,924.97,2069.08,3495.34,2757.71,9628.07,8554.26,8745.13,2200.65,0
260,7330.25,0.0,65.03,7395.28,128.18,901.86,1648.17,3135.33,2394.03,8257.03,7390.21,7764.72,2097.75,0
261,12370.51,1200.79,1839.35,14306.98,992.37,1609.41,36.1,3139.21,1716.19,9785.92,8979.6,9265.37,1831.28,0
262,11182.92,1005.85,1114.96,12386.49,687.49,1433.15,53.19,2850.92,1364.21,6899.39,6332.58,6745.69,986.8,0
263,10827.58,1210.45,1302.08,12186.63,613.79,1212.27,26.3,2440.22,1229.02,6100.07,5603.5,5984.24,1246.12,0
264,10121.86,1129.26,1284.02,11462.23,505.39,789.34,16.27,1905.15,1259.94,5734.77,5255.01,5920.57,1727.18,0
265,9099.39,621.97,719.72,9870.27,509.23,630.91,11.02,1566.59,926.56,5357.72,4973.56,5569.12,1721.81,0
266,8133.73,445.13,813.76,8994.51,455.63,421.65,14.65,1355.09,782.27,5014.42,4640.06,4947.92,1816.8,0
267,7145.37,743.64,1037.62,8182.99,345.01,417.24,15.92,1164.24,882.92,8852.46,8182.78,8883.63,3307.96,0
268,7944.75,0.0,0.0,8064.08,1282.8,672.98,131.36,2688.08,4048.82,30857.48,28599.3,28997.24,4838.13,0
269,6541.33,0.0,0.0,6638.28,1389.59,815.49,159.25,2991.8,3883.42,29302.94,27585.3,28108.01,3879.88,0
270,5599.87,0.0,284.26,5958.56,920.58,669.55,117.5,2279.99,4138.74,27155.82,25275.47,25713.49,3986.44,0
271,5006.24,0.0,641.58,5980.14,665.0,636.76,181.04,2068.25,3529.1,25659.91,23768.11,24133.69,3682.86,0
272,4289.83,0.0,719.44,6058.66,272.31,675.57,76.82,1540.66,3622.0,25235.02,23579.03,24027.44,3983.35,0
273,2956.06,0.0,693.35,5156.13,130.59,524.93,71.52,1108.55,5323.36,20815.29,19397.93,19711.61,2822.31,0
274,3465.02,0.0,66.03,3531.05,108.39,436.4,1907.21,2882.58,4831.41,16780.62,15758.18,16115.56,3025.3,0
275,3008.55,0.0,600.0,3660.77,3390.93,939.57,573.59,5571.89,3748.06,8670.7,8140.27,8201.87,740.61,0
276,2811.98,0.0,371.07,3225.0,3157.52,893.82,225.96,4949.47,3596.65,8156.91,7733.27,7706.57,590.06,0
277,2677.56,0.0,620.11,3319.95,3235.72,988.85,316.58,5206.86,3729.58,7721.99,7721.99,7741.96,491.83,0
278,2598.05,0.0,327.68,2935.33,3264.38,920.4,76.67,4839.75,3534.67,7564.99,7564.99,7572.73,357.25,0
279,2534.52,0.0,0.0,2543.53,3082.51,925.55,255.88,4806.25,3751.03,7772.26,7448.97,7574.96,393.68,0
280,2423.7,0.0,0.0,2423.7,2925.97,697.85,587.13,4926.22,3347.69,6609.32,6287.12,6382.57,186.87,0
281,37067.89,24221.0,28766.33,66966.02,2018.52,8412.11,217.82,16482.59,7481.42,36759.9,34317.66,35192.17,4384.37,0
282,37255.26,23371.93,29006.57,67192.36,1832.18,8821.23,984.18,16460.27,7060.0,36869.21,34525.03,35731.84,3721.03,0
283,36732.45,22770.55,27019.59,64924.86,1283.65,8914.58,1163.17,15356.88,7670.78,30101.34,27850.93,29664.15,3220.32,0
284,33972.39,23167.17,24507.59,59755.2,1515.04,7702.61,1497.82,13718.07,5672.22,28069.78,26056.93,26963.2,3186.81,0
285,32032.47,11276.16,14573.44,47846.33,1427.45,7742.86,722.3,11896.04,6576.73,28296.96,26596.78,27619.88,3720.55,0
286,29700.1,5170.31,9039.89,39298.56,1255.49,7651.4,233.39,10732.11,5950.29,25348.12,23859.21,24601.37,3502.18,0
287,27911.41,5153.9,6356.9,34268.31,1311.87,5921.41,140.21,8864.29,6147.98,20441.41,19393.83,20537.19,3213.92,0
288,587.71,1.11,5.02,594.43,26.61,6.69,3.54,62.85,25.37,199.42,184.4,185.03,53.26,0
289,549.2,1.09,5.56,556.38,23.21,6.05,2.47,62.64,18.04,166.08,152.06,151.46,36.2,0
290,523.99,2.03,6.91,530.9,26.76,7.59,1.93,62.54,21.74,120.11,106.93,139.11,29.39,0
291,507.95,3.11,8.16,516.11,18.91,7.82,1.87,54.38,19.33,104.47,93.01,117.63,18.61,0
292,498.32,2.64,7.35,505.67,15.53,8.96,9.97,129.44,17.22,127.34,119.42,122.01,33.7,0
293,478.55,10.63,15.39,493.94,17.02,10.99,7.73,121.36,17.27,133.51,124.81,127.35,32.12,0
294,491.96,17.15,21.91,513.87,18.43,10.41,89.16,153.32,23.08,100.75,89.9,662.42,578.66,0
295,3687.29,0.0,0.0,5029.88,1064.52,2528.36,2758.82,7087.45,9137.15,34417.48,31987.17,32510.57,6191.52,0
296,3724.78,0.0,0.0,4851.24,782.94,2602.68,2537.56,6639.73,8782.82,32721.44,30805.62,32043.84,6490.93,0
297,3277.05,0.0,0.0,4479.86,816.43,2747.53,2220.97,6394.52,8518.54,29557.9,28019.13,29045.6,5324.97,0
298,2674.02,0.0,0.0,3856.61,833.48,2526.99,1707.89,5787.36,7655.86,27283.59,25810.21,27096.33,5219.05,0
299,3512.93,0.0,0.0,4509.57,678.99,2516.65,1830.04,5541.63,6448.7,23181.09,22116.37,22419.34,3688.52,0
300,2659.52,0.0,0.0,3542.59,943.21,2810.77,1628.47,5834.16,6620.07,20639.94,19735.51,20519.64,3158.1,0
301,2583.52,0.0,0.0,2583.52,671.6,2179.93,1892.21,5367.76,6733.21,18198.15,17501.68,18190.82,3010.52,0
302,16.76,156.65,265.34,282.1,4.67,0.0,4.66,379.9,100.74,238.25,214.09,169.69,-34.69,1
303,216.76,88.16,149.13,365.89,22.17,94.1,17.42,162.52,202.93,626.63,568.55,579.88,30.22,1
304,210.17,120.32,195.07,405.24,30.81,83.79,20.24,159.03,142.32,414.34,377.85,381.89,30.67,1
305,157.12,0.0,0.0,157.12,30.12,29.35,4.31,70.24,26.96,254.82,252.89,257.86,51.21,0
306,128.01,0.0,0.0,128.12,33.8,30.41,4.24,73.14,36.61,241.98,241.98,244.98,44.41,0
307,103.06,0.0,0.0,103.21,25.52,31.86,3.29,63.54,28.65,232.24,232.24,232.92,38.85,0
308,81.66,0.0,0.0,81.66,21.14,31.62,1.81,56.79,27.64,234.87,234.87,235.15,35.82,0
309,61.59,1.3,1.3,63.13,21.23,33.68,1.53,57.97,23.38,216.18,216.18,226.19,30.6,0
310,44.38,7.21,7.21,51.92,14.68,24.77,1.27,42.74,16.92,150.02,150.02,151.72,16.7,0
311,36.06,7.3,7.3,43.36,12.91,21.16,1.13,41.29,16.82,111.35,111.35,117.93,13.96,0
312,1392.58,0.0,1388.26,3083.98,336.28,65.3,21.03,573.81,425.93,1702.35,1566.63,1596.8,251.96,0
313,1389.22,0.0,1564.43,3262.25,307.39,70.86,57.17,621.28,434.38,1614.87,1491.35,1501.39,287.79,0
314,1427.32,0.0,1527.81,3246.26,290.83,76.29,58.34,733.42,520.52,1529.5,1428.46,1490.44,320.1,0
315,1333.91,0.0,1098.96,2696.65,309.56,71.49,46.3,675.85,573.47,1411.35,1324.44,1396.6,278.44,0
316,1261.98,0.0,838.04,2258.05,324.03,73.95,23.12,615.46,608.84,1215.85,1153.08,1167.31,246.2,0
317,1115.06,0.0,469.16,1584.22,201.48,65.4,57.23,675.66,656.45,1036.11,985.75,1009.98,188.92,0
318,250.1,36.98,62.22,332.54,335.25,59.78,19.22,487.15,362.9,830.79,800.06,814.7,73.75,0
319,220.33,48.58,51.76,290.14,326.5,45.25,14.81,435.4,337.32,761.53,731.83,743.59,60.22,0
320,200.89,67.19,72.88,285.07,291.57,41.75,14.21,401.17,310.29,735.51,711.95,717.58,50.77,0
321,183.97,58.95,61.62,254.36,266.85,43.17,15.25,369.09,313.63,794.9,767.34,776.21,53.91,0
322,162.24,41.65,45.61,218.68,332.6,41.09,10.43,414.65,359.06,673.71,652.53,665.51,42.37,0
323,147.35,13.67,39.76,198.31,251.77,38.42,16.86,324.03,279.03,591.18,571.36,577.62,33.93,0
324,134.51,37.63,50.69,185.2,239.56,39.35,9.98,352.74,248.24,513.57,500.28,507.5,27.41,0
325,32929.0,3.6,42.29,33098.61,1686.35,8519.82,6563.95,17673.4,14571.4,51944.57,36837.39,38582.96,16064.77,0
326,30735.69,0.02,53.02,30896.48,1722.4,7836.76,7588.61,17991.21,11667.58,50389.01,36507.4,38265.06,15037.71,0
327,26262.02,0.14,66.54,26443.65,2165.36,7359.54,3289.37,14617.47,11488.78,47068.66,33238.6,34474.15,13582.66,0
328,22287.85,0.0,77.67,22494.25,1163.34,6600.2,3615.0,12532.04,10319.46,42105.51,29901.27,31086.32,11585.65,0
329,18791.89,1.77,89.12,19001.07,982.37,5637.83,2818.93,10099.74,9114.41,35220.89,25147.46,26038.39,9694.0,0
330,15953.27,1.94,99.2,16167.11,885.1,5269.17,2243.24,9054.22,8464.86,30819.28,21458.98,22309.35,8012.13,0
331,14064.38,0.0,107.71,14172.09,873.35,4549.07,1126.28,8143.2,8064.36,26259.6,18153.19,18614.5,6714.3,0
332,62.8,0.0,0.0,63.08,55.41,18.37,11.15,86.87,39.06,172.35,154.69,161.65,19.72,0
333,54.87,0.0,4.0,59.01,60.36,11.15,3.17,77.33,32.36,181.66,163.44,163.47,12.22,0
334,52.07,0.0,4.0,56.21,53.73,13.87,2.85,74.44,32.43,162.6,145.94,148.72,5.69,0
335,50.87,0.5,4.5,55.49,53.31,12.56,2.53,73.35,33.85,168.07,150.58,151.78,6.8,0
336,49.04,0.0,4.0,53.18,53.35,11.89,3.33,73.37,35.91,167.97,153.79,154.97,9.34,0
337,44.84,5.23,5.23,50.26,47.77,12.15,3.33,68.49,34.48,141.89,129.88,130.76,4.39,0
338,43.52,0.0,0.0,43.52,33.24,11.11,2.45,51.19,21.36,83.34,77.1,78.41,-1.44,0
339,387.43,284.96,393.72,823.93,30.21,120.92,18.88,229.87,139.12,861.99,749.79,748.08,150.15,0
340,358.81,343.86,449.13,851.0,15.96,147.91,32.81,276.21,135.02,696.69,607.23,632.7,108.08,0
341,363.39,350.03,454.27,853.72,45.18,123.53,19.72,287.57,122.61,737.73,637.35,642.41,80.25,0
342,372.47,279.3,373.61,781.43,48.21,118.36,52.58,292.28,144.53,817.01,699.71,779.97,113.49,0
343,364.57,246.16,339.35,726.0,74.37,148.4,35.04,325.47,138.48,687.25,600.47,650.88,152.07,0
344,328.31,235.11,350.05,697.23,35.68,107.79,71.46,269.88,100.53,361.82,316.24,345.14,82.24,0
345,304.78,109.76,204.01,508.79,56.99,83.82,69.19,310.07,142.24,411.75,371.95,383.57,110.53,0
346,321.53,0.0,0.0,326.7,151.55,57.38,23.49,260.05,175.94,553.82,508.88,532.92,71.9,0
347,295.96,0.0,0.0,301.11,176.93,57.84,19.28,278.14,194.71,475.27,440.96,462.75,48.56,0
348,282.61,0.0,0.0,287.92,142.86,41.8,13.09,230.28,181.52,552.59,509.93,507.03,76.22,0
349,258.8,0.0,6.25,269.99,132.07,72.38,15.88,256.44,210.98,594.76,548.81,574.53,85.57,0
350,229.73,6.25,12.5,246.2,135.04,82.17,25.13,280.15,236.57,711.61,666.61,659.9,104.03,0
351,186.75,12.33,18.49,208.14,143.74,82.42,27.42,301.52,247.61,527.47,491.73,507.74,82.96,0
352,160.8,29.91,30.06,190.86,139.56,74.16,25.98,287.35,200.9,474.24,453.28,446.55,80.93,0
353,1163.16,0.0,0.0,1252.52,192.63,683.51,856.3,1799.58,1000.38,4534.14,4166.44,4251.73,434.38,0
354,915.78,0.0,0.0,992.65,155.07,659.01,535.68,1401.97,853.83,4171.23,3887.25,4025.47,369.29,0
355,740.05,0.0,0.0,802.27,169.87,576.67,291.64,1085.79,745.45,3499.38,3228.06,3303.65,239.46,0
356,617.54,0.0,0.0,681.38,170.91,522.28,155.03,896.77,678.3,3431.37,3167.6,3263.98,242.49,0
357,490.19,0.0,0.0,546.18,137.06,432.28,85.9,713.08,619.78,3229.15,3036.61,2849.45,235.39,0
358,422.37,0.0,0.0,485.79,115.22,667.36,49.16,891.75,806.94,3277.99,3081.67,3285.87,289.4,0
359,366.7,0.0,0.15,366.85,139.78,462.49,62.18,823.58,771.32,2680.3,2544.1,2694.97,255.16,0
360,804.17,171.72,254.89,1220.36,349.22,206.22,20.0,1091.61,719.57,1738.22,1656.23,1700.94,82.58,0
361,796.31,99.19,238.21,1158.4,394.67,187.66,14.25,1122.0,769.77,1703.31,1625.7,1680.44,96.53,0
362,800.06,47.77,223.98,1139.57,341.44,132.07,20.94,1155.93,790.11,1841.31,1759.8,1724.57,145.22,0
363,778.56,117.96,268.45,1143.87,355.27,183.31,17.52,1171.58,764.3,1955.07,1872.39,1845.34,148.26,0
364,753.63,209.34,349.99,1216.87,298.05,209.96,20.53,1171.59,718.03,1839.83,1781.88,1852.7,117.93,0
365,743.44,139.24,348.69,1201.53,449.34,192.75,57.66,1343.63,922.25,1999.01,1946.89,1976.25,178.15,0
366,713.38,77.43,357.24,1070.62,599.75,179.03,96.59,1594.21,1000.0,2056.16,2017.84,2098.07,246.08,0
367,64.33,192.05,253.13,349.36,74.2,200.58,10.49,311.44,137.66,341.21,309.92,335.32,46.16,1
368,74.09,204.98,266.38,370.84,77.64,272.17,14.71,390.87,140.45,410.94,373.93,392.15,48.98,1
369,74.81,225.03,259.23,359.43,74.23,251.26,12.64,363.63,103.71,388.1,351.36,360.39,24.57,1
370,103.24,214.27,232.4,337.76,65.91,234.92,11.25,332.04,91.4,353.04,319.59,343.59,57.83,1
371,99.86,183.48,196.61,298.42,67.87,203.88,9.83,299.9,107.63,373.0,343.49,366.73,56.14,1
372,94.57,136.63,144.39,240.25,63.29,173.72,9.1,265.23,124.18,336.78,310.42,332.03,50.11,1
373,87.5,113.85,119.86,207.36,53.54,154.78,9.72,235.98,90.74,245.77,228.2,232.19,36.3,1
374,40718.33,520.54,13608.29,54849.39,26309.19,1888.0,1680.91,61612.58,42016.96,60415.0,59779.61,62630.88,9319.88,0
375,37084.58,664.04,12936.59,50485.62,23051.11,2270.72,1515.8,51902.76,36055.15,57558.07,57017.41,59873.55,9288.84,0
376,33661.83,1307.23,11458.92,45513.93,21538.76,1982.53,1782.86,47068.38,32380.73,57163.85,56598.92,58958.28,9268.65,0
377,29142.72,1234.01,8834.21,38764.88,22613.01,2064.18,1455.66,43667.27,33416.93,52195.7,51610.96,54881.52,8242.09,0
378,25223.02,1453.34,9895.77,35770.19,18716.94,1776.62,1778.12,39199.66,31729.2,53737.78,53170.52,55103.57,7777.1,0
379,21846.26,1063.04,7161.11,29281.86,12427.61,1577.15,1729.55,31691.79,27564.67,44296.11,43905.87,45918.88,7220.07,0
380,18311.64,955.73,6800.83,25112.47,11158.35,7723.44,1431.87,26395.26,21276.51,37330.51,37009.73,38792.94,7035.01,0
381,216.2,0.0,0.0,219.38,26.24,61.78,21.88,116.22,78.96,298.94,271.31,270.71,12.0,0
382,213.87,6.11,6.11,222.65,26.1,73.23,14.04,118.95,80.62,233.0,215.51,223.24,-2.67,0
383,227.58,0.0,0.0,229.93,18.26,78.88,22.73,127.12,89.21,275.45,255.94,251.58,-0.91,0
384,238.88,0.0,0.0,240.99,24.62,87.37,14.31,139.73,84.74,339.5,312.24,311.54,30.12,0
385,231.83,0.0,0.0,233.69,35.92,104.86,24.12,175.01,127.52,405.17,377.32,369.32,5.65,0
386,264.47,21.3,21.3,287.5,25.6,127.56,18.89,180.18,137.0,321.05,300.92,345.51,47.26,0
387,247.39,31.86,50.02,297.41,12.08,87.83,44.15,246.46,158.51,218.56,204.44,170.22,32.46,0
388,377.55,224.25,224.25,610.18,311.96,153.1,99.47,592.16,317.91,1323.09,1323.09,1368.79,61.19,0
389,365.45,147.6,147.6,520.97,199.28,122.35,107.24,448.47,239.7,1013.52,1013.52,1056.82,59.17,0
390,347.21,122.45,122.45,481.68,138.55,123.69,101.82,385.24,170.98,917.73,917.73,969.54,53.47,0
391,358.16,104.98,104.98,476.27,122.17,106.63,141.4,384.57,151.67,797.49,797.49,873.08,96.97,0
392,335.27,5.45,5.54,347.63,51.82,28.77,189.23,295.61,42.73,143.75,143.75,182.63,-61.38,0
393,417.13,31.09,65.81,491.12,60.92,26.8,634.62,737.89,339.06,682.81,682.81,876.43,521.11,0
394,36.57,36.09,72.96,109.53,50.23,15.67,35.45,143.82,178.82,131.45,131.45,307.95,71.63,0
395,21707.19,0.0,2916.92,25892.66,2512.05,2687.93,2297.03,9257.49,9272.17,43606.64,40884.98,42024.37,5493.8,0
396,19255.09,0.0,3728.46,24205.23,2558.03,2437.57,2064.77,8362.79,7759.94,40632.52,38444.83,39305.86,5358.09,0
397,16791.19,294.1,4045.33,21933.12,2509.84,2803.63,2950.39,9696.8,8465.88,43120.18,40508.5,41553.95,5491.99,0
398,14658.92,266.67,3488.59,19004.5,2208.35,2419.77,1781.41,7681.47,7834.24,43412.65,40441.16,41158.98,5349.09,0
399,12104.69,400.18,3580.76,16323.71,1928.53,2358.39,1188.43,6871.4,6919.12,34348.18,31847.19,33024.91,4344.78,0
400,10313.39,407.23,2404.47,13326.49,1260.31,1694.21,614.64,4722.41,5858.91,25555.02,23460.26,24214.12,4005.96,0
401,7826.77,602.45,2880.15,10706.92,1258.08,1188.78,1743.23,6046.51,5200.0,20156.92,18362.91,19031.65,3374.38,0
402,419.61,1309.99,1397.08,1880.9,486.27,239.81,11.12,1803.1,596.2,3013.3,3000.32,2901.42,-103.66,0
403,659.97,990.3,1108.29,1834.2,235.56,334.25,31.77,1540.61,560.44,2588.03,2576.87,2729.7,173.33,0
404,635.86,1416.92,1521.68,2223.67,172.1,141.47,11.32,1732.99,345.72,3322.38,3310.26,3249.06,224.76,0
405,583.25,1123.68,1229.47,1857.25,186.59,247.1,13.85,1571.35,387.93,2793.16,2779.59,2808.15,185.22,0
406,535.49,1170.01,1324.05,1897.97,334.86,218.3,112.76,1624.26,359.09,3716.59,3707.18,3788.59,208.73,0
407,485.11,184.16,188.33,706.27,40.58,175.28,17.27,513.09,166.64,2523.55,2520.46,2518.39,159.07,0
408,429.61,98.16,98.16,527.77,17.31,161.87,7.44,505.22,323.46,2076.91,2075.65,2081.97,126.34,0
409,35.54,87.15,94.19,175.63,17.16,64.62,1.61,92.8,24.0,372.79,372.79,347.7,21.05,0
410,34.6,70.7,83.18,181.0,14.99,88.58,1.78,122.22,45.99,370.95,370.95,378.26,17.42,0
411,33.65,63.3,81.06,163.82,7.72,81.41,1.05,112.71,53.06,430.63,430.63,454.3,20.06,0
412,32.47,58.48,86.28,169.15,10.36,75.13,0.89,102.72,33.1,335.4,335.4,325.88,16.89,0
413,31.79,54.8,84.42,150.1,5.0,81.63,1.81,104.29,46.83,304.59,304.59,343.05,17.56,0
414,31.21,48.63,85.3,135.6,7.24,42.87,1.74,71.94,27.82,307.94,307.94,300.07,12.58,0
415,36.38,46.59,89.71,126.09,9.39,51.52,4.88,79.99,56.92,308.59,308.59,327.39,9.62,0
416,4.2,4.96,79.46,88.64,41.79,13.47,4.75,73.54,36.51,133.71,133.71,138.45,14.59,0
417,10.37,3.47,62.73,79.11,36.79,15.14,1.3,71.29,43.62,92.42,91.73,102.63,12.6,0
418,9.08,2.69,77.54,93.22,51.58,19.63,1.59,93.03,53.17,110.32,109.72,110.53,-1.12,0
419,25.45,9.67,87.92,122.36,72.74,20.97,2.91,117.72,48.44,142.3,139.11,144.93,15.48,0
420,25.69,26.96,53.23,92.19,65.42,18.96,5.0,113.99,72.07,113.59,111.33,122.07,-4.78,0
421,42.22,3.05,72.88,115.1,110.86,13.99,5.19,163.55,71.56,142.97,139.46,195.18,47.24,0
422,175.34,36.22,36.22,213.14,80.85,71.15,3.11,166.64,50.07,311.31,286.3,291.91,49.44,0
423,155.33,26.14,28.71,185.64,35.16,66.73,1.53,111.08,31.18,204.27,182.91,192.75,30.49,0
424,147.04,21.83,26.63,173.88,28.15,50.81,1.67,89.83,20.94,193.67,174.28,175.97,25.95,0
425,142.78,27.05,32.22,175.21,26.54,50.3,1.92,86.57,25.48,200.25,181.96,186.21,38.59,0
426,131.73,53.27,56.37,188.89,28.73,47.17,1.85,82.61,19.2,183.61,167.14,173.45,31.47,0
427,183.71,90.47,91.92,277.37,70.72,82.92,3.15,164.61,47.35,395.68,365.89,382.71,80.26,0
428,150.52,49.21,63.32,213.84,57.61,65.81,2.6,139.88,53.03,343.7,322.37,323.83,84.77,0
429,11.8,17.28,17.87,30.46,17.75,19.6,2.06,42.86,19.39,69.39,67.44,63.6,3.81,1
430,10.86,17.78,18.62,30.19,16.72,23.46,1.85,45.31,20.58,60.26,58.69,58.17,4.88,1
431,10.55,17.19,19.93,31.52,14.22,25.64,1.63,44.21,18.54,55.83,54.54,53.04,3.38,1
432,11.26,19.72,22.89,35.63,11.33,29.62,2.25,47.56,19.07,49.92,48.51,45.81,1.8,1
433,13.82,20.27,23.53,38.01,8.08,32.84,3.53,49.06,18.08,48.46,46.85,47.96,4.97,1
434,16.08,22.32,22.36,39.12,10.03,37.71,7.42,62.41,29.7,63.74,62.08,62.41,4.11,1
435,15.84,21.89,22.33,38.17,9.46,32.44,4.72,53.32,21.62,48.28,46.77,50.58,5.4,1
436,85.5,5.11,8.66,97.01,0.22,17.47,0.79,29.48,2.11,12.23,12.23,16.06,10.29,0
437,181.33,46.99,107.23,304.06,32.23,56.13,5.0,115.61,48.72,307.96,291.48,299.1,38.75,0
438,162.9,39.09,89.2,274.41,21.19,63.21,1.62,102.54,52.97,254.21,241.39,255.94,32.8,0
439,135.48,52.87,99.95,256.12,23.06,27.28,0.94,59.87,25.18,219.84,209.05,202.69,32.7,0
440,121.87,53.78,99.09,249.43,20.24,59.73,1.22,91.83,40.73,235.68,225.08,246.23,26.96,0
441,111.9,13.7,44.74,179.14,31.24,32.82,2.1,87.8,35.63,233.68,225.77,231.16,23.32,0
442,121.72,31.79,68.23,189.95,30.79,31.65,1.9,126.95,38.86,231.76,224.4,220.74,27.04,0
443,53.53,43.03,44.34,108.23,5.35,10.89,21.23,55.68,84.33,272.54,241.13,247.13,-2.17,1
444,71.11,48.8,50.57,132.38,6.74,8.89,7.74,36.48,47.55,301.15,266.51,268.94,-4.28,1
445,87.65,50.53,51.28,148.47,10.41,11.2,8.37,43.82,47.78,298.82,264.89,267.23,1.52,1
446,103.23,48.46,49.61,162.55,14.47,12.5,6.77,47.65,46.23,322.4,285.6,291.11,24.84,1
447,104.49,77.37,77.72,189.59,29.84,8.79,4.4,54.42,35.9,261.63,236.18,239.21,30.1,1
448,104.52,88.68,89.16,193.68,24.55,7.61,1.73,47.35,41.8,191.94,173.39,175.34,-2.15,1
449,133.19,82.1,82.1,215.29,25.34,10.09,2.37,56.73,39.9,166.87,153.66,153.32,-5.74,1
450,-16.25,17.79,33.23,17.88,12.79,5.26,0.38,21.64,10.73,16.08,13.21,11.1,-15.83,1
451,0.67,17.79,27.51,29.11,8.51,15.47,0.49,27.45,7.09,16.97,15.08,15.36,-2.37,1
452,4.23,17.79,27.47,32.59,8.44,13.58,2.96,27.6,4.79,40.16,35.84,36.55,1.91,1
453,6.22,0.0,20.5,27.56,6.62,11.75,1.72,22.47,5.72,23.66,21.6,21.99,4.21,1
454,6.19,12.74,17.85,24.84,4.19,11.32,2.2,19.88,6.47,28.56,26.21,29.27,2.93,1
455,7.3,11.87,16.94,24.24,5.93,8.13,1.9,18.36,6.4,37.88,35.06,35.67,3.93,1
456,865.46,2.08,35.95,918.04,158.23,257.5,5.97,452.53,308.5,1404.31,1305.63,1313.85,214.06,0
457,797.96,42.77,75.38,891.39,206.46,276.59,5.09,511.66,305.33,1614.9,1511.21,1544.3,256.89,0
458,713.25,16.42,39.64,767.06,138.1,238.5,7.08,410.08,336.48,1633.57,1530.85,1573.79,255.35,0
459,621.49,75.0,84.29,726.92,143.76,190.35,24.44,387.42,310.74,1418.58,1323.78,1311.04,216.79,0
460,553.65,106.22,115.59,701.61,82.09,224.16,10.56,356.99,314.77,1260.07,1181.25,1192.58,190.07,0
461,503.36,84.72,92.37,613.64,91.56,207.03,11.27,338.77,344.05,1148.17,1067.26,1120.31,206.78,0
462,422.79,1.61,8.11,430.9,75.5,148.25,11.17,324.49,304.0,933.49,875.14,913.96,176.87,0
463,43.54,5.79,5.79,49.62,12.64,7.95,0.31,23.48,6.55,94.65,90.47,90.24,5.49,0
